Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,XU100.IS,^GSPC,^IXIC,XU100.IS,^GSPC,^IXIC,XU100.IS,^GSPC,^IXIC,XU100.IS,^GSPC,^IXIC,XU100.IS,^GSPC,^IXIC,XU100.IS,^GSPC,^IXIC
2005-01-21,26918.099609375,1167.8699951171875,2034.27001953125,26918.099609375,1167.8699951171875,2034.27001953125,26918.099609375,1179.449951171875,2058.0,26443.19921875,1167.8199462890625,2032.8800048828125,26813.099609375,1175.4100341796875,2053.14990234375,141374100.0,1643500000.0,2043770000.0
2005-01-22,26918.099609375,1167.8699951171875,2034.27001953125,26918.099609375,1167.8699951171875,2034.27001953125,26918.099609375,1179.449951171875,2058.0,26443.19921875,1167.8199462890625,2032.8800048828125,26813.099609375,1175.4100341796875,2053.14990234375,141374100.0,1643500000.0,2043770000.0
2005-01-23,26918.099609375,1167.8699951171875,2034.27001953125,26918.099609375,1167.8699951171875,2034.27001953125,26918.099609375,1179.449951171875,2058.0,26443.19921875,1167.8199462890625,2032.8800048828125,26813.099609375,1175.4100341796875,2053.14990234375,141374100.0,1643500000.0,2043770000.0
2005-01-24,26469.400390625,1163.75,2008.699951171875,26469.400390625,1163.75,2008.699951171875,26952.5,1173.030029296875,2043.969970703125,26322.400390625,1163.75,2008.6800537109375,26918.099609375,1167.8699951171875,2040.1300048828125,328953400.0,1494600000.0,2134680000.0
2005-01-25,26860.0,1168.4100341796875,2019.949951171875,26860.0,1168.4100341796875,2019.949951171875,26860.599609375,1174.300048828125,2037.1800537109375,26246.69921875,1163.75,2017.5799560546875,26469.400390625,1163.75,2022.0799560546875,306517000.0,1610400000.0,2003630000.0
2005-01-26,27056.0,1174.0699462890625,2046.0899658203125,27056.0,1174.0699462890625,2046.0899658203125,27284.5,1175.9599609375,2049.340087890625,26781.69921875,1168.4100341796875,2028.18994140625,26860.0,1168.4100341796875,2034.68994140625,308171900.0,1635900000.0,2105070000.0
2005-01-27,27302.69921875,1174.550048828125,2047.1500244140625,27302.69921875,1174.550048828125,2047.1500244140625,27661.80078125,1177.5,2053.93994140625,27056.0,1170.1500244140625,2036.0899658203125,27056.0,1174.0699462890625,2042.77001953125,431955600.0,1600600000.0,2106220000.0
2005-01-28,27074.099609375,1171.3599853515625,2035.8299560546875,27074.099609375,1171.3599853515625,2035.8299560546875,27471.19921875,1175.6099853515625,2055.1298828125,26975.19921875,1166.25,2024.3599853515625,27302.69921875,1174.550048828125,2052.5400390625,281906800.0,1641800000.0,2098150000.0
2005-01-29,27074.099609375,1171.3599853515625,2035.8299560546875,27074.099609375,1171.3599853515625,2035.8299560546875,27471.19921875,1175.6099853515625,2055.1298828125,26975.19921875,1166.25,2024.3599853515625,27302.69921875,1174.550048828125,2052.5400390625,281906800.0,1641800000.0,2098150000.0
2005-01-30,27074.099609375,1171.3599853515625,2035.8299560546875,27074.099609375,1171.3599853515625,2035.8299560546875,27471.19921875,1175.6099853515625,2055.1298828125,26975.19921875,1166.25,2024.3599853515625,27302.69921875,1174.550048828125,2052.5400390625,281906800.0,1641800000.0,2098150000.0
2005-01-31,27330.400390625,1181.27001953125,2062.409912109375,27330.400390625,1181.27001953125,2062.409912109375,27353.69921875,1182.0699462890625,2063.179931640625,26850.599609375,1171.3599853515625,2053.469970703125,27074.099609375,1171.3599853515625,2053.469970703125,248529900.0,1679800000.0,1823800000.0
2005-02-01,27849.80078125,1189.4100341796875,2068.699951171875,27849.80078125,1189.4100341796875,2068.699951171875,27859.80078125,1190.3900146484375,2071.52001953125,27330.400390625,1180.949951171875,2058.659912109375,27330.400390625,1181.27001953125,2063.27001953125,353404300.0,1681980000.0,1904570000.0
2005-02-02,27936.5,1193.18994140625,2075.06005859375,27936.5,1193.18994140625,2075.06005859375,28278.099609375,1195.25,2079.580078125,27729.099609375,1188.9200439453125,2064.199951171875,27849.80078125,1189.4100341796875,2074.06005859375,473271800.0,1561740000.0,1965550000.0
2005-02-03,27554.80078125,1189.8900146484375,2057.639892578125,27554.80078125,1189.8900146484375,2057.639892578125,28074.099609375,1193.18994140625,2066.929931640625,27476.80078125,1185.6400146484375,2049.25,27936.5,1193.18994140625,2065.43994140625,443414800.0,1554460000.0,1962750000.0
2005-02-04,27813.19921875,1203.030029296875,2086.659912109375,27813.19921875,1203.030029296875,2086.659912109375,27899.0,1203.469970703125,2086.719970703125,27465.400390625,1189.6700439453125,2056.2900390625,27554.80078125,1189.8900146484375,2056.469970703125,359177500.0,1648160000.0,1941510000.0
2005-02-05,27813.19921875,1203.030029296875,2086.659912109375,27813.19921875,1203.030029296875,2086.659912109375,27899.0,1203.469970703125,2086.719970703125,27465.400390625,1189.6700439453125,2056.2900390625,27554.80078125,1189.8900146484375,2056.469970703125,359177500.0,1648160000.0,1941510000.0
2005-02-06,27813.19921875,1203.030029296875,2086.659912109375,27813.19921875,1203.030029296875,2086.659912109375,27899.0,1203.469970703125,2086.719970703125,27465.400390625,1189.6700439453125,2056.2900390625,27554.80078125,1189.8900146484375,2056.469970703125,359177500.0,1648160000.0,1941510000.0
2005-02-07,28201.69921875,1201.719970703125,2082.030029296875,28201.69921875,1201.719970703125,2082.030029296875,28402.69921875,1204.1500244140625,2091.169921875,27813.19921875,1199.27001953125,2075.409912109375,27813.19921875,1203.030029296875,2086.550048828125,336195000.0,1347270000.0,1698460000.0
2005-02-08,28269.69921875,1202.300048828125,2086.679931640625,28269.69921875,1202.300048828125,2086.679931640625,28315.400390625,1205.1099853515625,2095.639892578125,27925.0,1200.1600341796875,2080.419921875,28201.69921875,1201.719970703125,2082.110107421875,271269300.0,1416170000.0,1943560000.0
2005-02-09,27528.099609375,1191.989990234375,2052.550048828125,27528.099609375,1191.989990234375,2052.550048828125,28366.400390625,1203.8299560546875,2089.3798828125,27378.0,1191.5400390625,2051.0,28269.69921875,1202.300048828125,2088.52001953125,278496400.0,1511040000.0,1958810000.0
2005-02-10,27308.80078125,1197.010009765625,2053.10009765625,27308.80078125,1197.010009765625,2053.10009765625,27777.19921875,1198.75,2059.64990234375,27095.19921875,1191.5400390625,2040.0400390625,27528.099609375,1191.989990234375,2058.530029296875,307270000.0,1491670000.0,2085500000.0
2005-02-11,27736.30078125,1205.300048828125,2076.659912109375,27736.30078125,1205.300048828125,2076.659912109375,27954.599609375,1208.3800048828125,2081.47998046875,27234.900390625,1193.280029296875,2039.719970703125,27308.80078125,1197.010009765625,2048.9599609375,337267400.0,1562300000.0,2163630000.0
2005-02-12,27736.30078125,1205.300048828125,2076.659912109375,27736.30078125,1205.300048828125,2076.659912109375,27954.599609375,1208.3800048828125,2081.47998046875,27234.900390625,1193.280029296875,2039.719970703125,27308.80078125,1197.010009765625,2048.9599609375,337267400.0,1562300000.0,2163630000.0
2005-02-13,27736.30078125,1205.300048828125,2076.659912109375,27736.30078125,1205.300048828125,2076.659912109375,27954.599609375,1208.3800048828125,2081.47998046875,27234.900390625,1193.280029296875,2039.719970703125,27308.80078125,1197.010009765625,2048.9599609375,337267400.0,1562300000.0,2163630000.0
2005-02-14,28003.599609375,1206.1400146484375,2082.909912109375,28003.599609375,1206.1400146484375,2082.909912109375,28065.0,1206.9300537109375,2085.1201171875,27736.30078125,1203.5899658203125,2074.81005859375,27736.30078125,1205.300048828125,2076.75,256335000.0,1290180000.0,1639640000.0
2005-02-15,28164.099609375,1210.1199951171875,2089.2099609375,28164.099609375,1210.1199951171875,2089.2099609375,28325.400390625,1212.43994140625,2103.449951171875,27922.19921875,1205.52001953125,2081.4599609375,28003.599609375,1206.1400146484375,2083.639892578125,333984100.0,1527080000.0,2071590000.0
2005-02-16,27661.599609375,1210.3399658203125,2087.429931640625,27661.599609375,1210.3399658203125,2087.429931640625,28164.099609375,1212.43994140625,2093.3701171875,26890.099609375,1205.06005859375,2079.3701171875,28164.099609375,1210.1199951171875,2082.4599609375,356291200.0,1490100000.0,1865070000.0
2005-02-17,27000.400390625,1200.75,2061.340087890625,27000.400390625,1200.75,2061.340087890625,27798.900390625,1211.3299560546875,2093.679931640625,26868.900390625,1200.739990234375,2061.340087890625,27661.599609375,1210.3399658203125,2088.669921875,251250100.0,1580120000.0,1950460000.0
2005-02-18,27293.19921875,1201.5899658203125,2058.6201171875,27293.19921875,1201.5899658203125,2058.6201171875,27299.69921875,1202.9200439453125,2068.889892578125,26868.19921875,1197.3499755859375,2056.199951171875,27000.400390625,1200.75,2065.14990234375,180891200.0,1551200000.0,1614160000.0
2005-02-19,27293.19921875,1201.5899658203125,2058.6201171875,27293.19921875,1201.5899658203125,2058.6201171875,27299.69921875,1202.9200439453125,2068.889892578125,26868.19921875,1197.3499755859375,2056.199951171875,27000.400390625,1200.75,2065.14990234375,180891200.0,1551200000.0,1614160000.0
2005-02-20,27293.19921875,1201.5899658203125,2058.6201171875,27293.19921875,1201.5899658203125,2058.6201171875,27299.69921875,1202.9200439453125,2068.889892578125,26868.19921875,1197.3499755859375,2056.199951171875,27000.400390625,1200.75,2065.14990234375,180891200.0,1551200000.0,1614160000.0
2005-02-21,26864.30078125,1201.5899658203125,2058.6201171875,26864.30078125,1201.5899658203125,2058.6201171875,27393.0,1202.9200439453125,2068.889892578125,26720.80078125,1197.3499755859375,2056.199951171875,27293.19921875,1200.75,2065.14990234375,237635000.0,1551200000.0,1614160000.0
2005-02-22,26657.400390625,1184.1600341796875,2030.3199462890625,26657.400390625,1184.1600341796875,2030.3199462890625,27121.19921875,1202.47998046875,2064.669921875,26553.900390625,1184.1600341796875,2030.1700439453125,26864.30078125,1201.5899658203125,2046.1800537109375,185031400.0,1744940000.0,2056220000.0
2005-02-23,26921.30078125,1190.800048828125,2031.25,26921.30078125,1190.800048828125,2031.25,26921.30078125,1193.52001953125,2040.8399658203125,26403.80078125,1184.1600341796875,2024.6400146484375,26657.400390625,1184.1600341796875,2039.550048828125,181619000.0,1501090000.0,1878450000.0
2005-02-24,27354.599609375,1200.199951171875,2051.699951171875,27354.599609375,1200.199951171875,2051.699951171875,27445.30078125,1200.4200439453125,2051.81005859375,26921.30078125,1187.800048828125,2023.0,26921.30078125,1190.800048828125,2028.4300537109375,218191200.0,1518750000.0,2031880000.0
2005-02-25,28031.5,1211.3699951171875,2065.39990234375,28031.5,1211.3699951171875,2065.39990234375,28067.099609375,1212.1500244140625,2065.39990234375,27295.0,1199.6099853515625,2047.22998046875,27354.599609375,1200.199951171875,2050.489990234375,245493900.0,1523680000.0,1771200000.0
2005-02-26,28031.5,1211.3699951171875,2065.39990234375,28031.5,1211.3699951171875,2065.39990234375,28067.099609375,1212.1500244140625,2065.39990234375,27295.0,1199.6099853515625,2047.22998046875,27354.599609375,1200.199951171875,2050.489990234375,245493900.0,1523680000.0,1771200000.0
2005-02-27,28031.5,1211.3699951171875,2065.39990234375,28031.5,1211.3699951171875,2065.39990234375,28067.099609375,1212.1500244140625,2065.39990234375,27295.0,1199.6099853515625,2047.22998046875,27354.599609375,1200.199951171875,2050.489990234375,245493900.0,1523680000.0,1771200000.0
2005-02-28,28396.19921875,1203.5999755859375,2051.719970703125,28396.19921875,1203.5999755859375,2051.719970703125,28409.5,1211.3699951171875,2066.530029296875,27861.80078125,1198.1300048828125,2038.77001953125,28031.5,1211.3699951171875,2058.280029296875,282495000.0,1795480000.0,2130140000.0
2005-03-01,27768.5,1210.4100341796875,2071.25,27768.5,1210.4100341796875,2071.25,28400.0,1212.25,2073.739990234375,27631.5,1203.5999755859375,2057.18994140625,28396.19921875,1203.5999755859375,2057.469970703125,263359100.0,1708060000.0,1941180000.0
2005-03-02,27226.400390625,1210.0799560546875,2067.5,27226.400390625,1210.0799560546875,2067.5,27964.80078125,1215.7900390625,2084.14990234375,27168.5,1204.219970703125,2057.219970703125,27768.5,1210.4100341796875,2060.300048828125,216918200.0,1568540000.0,2004470000.0
2005-03-03,27558.900390625,1210.469970703125,2058.39990234375,27558.900390625,1210.469970703125,2058.39990234375,27808.30078125,1215.719970703125,2074.7099609375,27224.19921875,1204.449951171875,2047.9200439453125,27226.400390625,1210.0799560546875,2073.330078125,180545800.0,1616240000.0,1895880000.0
2005-03-04,27663.19921875,1222.1199951171875,2070.610107421875,27663.19921875,1222.1199951171875,2070.610107421875,27802.19921875,1224.760009765625,2078.139892578125,27296.19921875,1210.469970703125,2064.929931640625,27558.900390625,1210.469970703125,2071.14990234375,208342300.0,1636820000.0,1829190000.0
2005-03-05,27663.19921875,1222.1199951171875,2070.610107421875,27663.19921875,1222.1199951171875,2070.610107421875,27802.19921875,1224.760009765625,2078.139892578125,27296.19921875,1210.469970703125,2064.929931640625,27558.900390625,1210.469970703125,2071.14990234375,208342300.0,1636820000.0,1829190000.0
2005-03-06,27663.19921875,1222.1199951171875,2070.610107421875,27663.19921875,1222.1199951171875,2070.610107421875,27802.19921875,1224.760009765625,2078.139892578125,27296.19921875,1210.469970703125,2064.929931640625,27558.900390625,1210.469970703125,2071.14990234375,208342300.0,1636820000.0,1829190000.0
2005-03-07,27789.900390625,1225.31005859375,2090.2099609375,27789.900390625,1225.31005859375,2090.2099609375,27883.80078125,1229.1099853515625,2100.570068359375,27539.30078125,1222.1199951171875,2073.820068359375,27663.19921875,1222.1199951171875,2073.89990234375,203634700.0,1488830000.0,1949190000.0
2005-03-08,27698.30078125,1219.4300537109375,2073.550048828125,27698.30078125,1219.4300537109375,2073.550048828125,27929.400390625,1225.68994140625,2095.739990234375,27594.0,1218.5699462890625,2072.590087890625,27789.900390625,1225.31005859375,2087.110107421875,142632800.0,1523090000.0,1696700000.0
2005-03-09,27746.400390625,1207.010009765625,2061.2900390625,27746.400390625,1207.010009765625,2061.2900390625,27811.900390625,1219.4300537109375,2079.3701171875,27463.0,1206.6600341796875,2060.22998046875,27698.30078125,1219.4300537109375,2070.85009765625,230217800.0,1704970000.0,1895520000.0
2005-03-10,27519.80078125,1209.25,2059.719970703125,27519.80078125,1209.25,2059.719970703125,27935.599609375,1211.22998046875,2067.2099609375,27357.19921875,1201.4100341796875,2042.02001953125,27746.400390625,1207.010009765625,2065.090087890625,252174300.0,1604020000.0,1825790000.0
2005-03-11,27572.80078125,1200.0799560546875,2041.5999755859375,27572.80078125,1200.0799560546875,2041.5999755859375,27716.400390625,1213.0400390625,2069.39990234375,27471.900390625,1198.1500244140625,2036.4100341796875,27519.80078125,1209.25,2063.56005859375,160817300.0,1449820000.0,1792090000.0
2005-03-12,27572.80078125,1200.0799560546875,2041.5999755859375,27572.80078125,1200.0799560546875,2041.5999755859375,27716.400390625,1213.0400390625,2069.39990234375,27471.900390625,1198.1500244140625,2036.4100341796875,27519.80078125,1209.25,2063.56005859375,160817300.0,1449820000.0,1792090000.0
2005-03-13,27572.80078125,1200.0799560546875,2041.5999755859375,27572.80078125,1200.0799560546875,2041.5999755859375,27716.400390625,1213.0400390625,2069.39990234375,27471.900390625,1198.1500244140625,2036.4100341796875,27519.80078125,1209.25,2063.56005859375,160817300.0,1449820000.0,1792090000.0
2005-03-14,26936.80078125,1206.8299560546875,2051.0400390625,26936.80078125,1206.8299560546875,2051.0400390625,27572.80078125,1206.8299560546875,2051.0400390625,26816.599609375,1199.510009765625,2037.4100341796875,27572.80078125,1200.0799560546875,2043.6400146484375,174982700.0,1437430000.0,1707720000.0
2005-03-15,26547.19921875,1197.75,2034.97998046875,26547.19921875,1197.75,2034.97998046875,27059.0,1210.5400390625,2059.070068359375,26156.69921875,1197.75,2034.4100341796875,26936.80078125,1206.8299560546875,2057.169921875,271946300.0,1513530000.0,1838790000.0
2005-03-16,25331.69921875,1188.0699462890625,2015.75,25331.69921875,1188.0699462890625,2015.75,26547.19921875,1197.75,2037.9599609375,25257.5,1185.6099853515625,2011.6700439453125,26547.19921875,1197.75,2028.2900390625,258939100.0,1653190000.0,1969690000.0
2005-03-17,24476.0,1190.2099609375,2016.4200439453125,24476.0,1190.2099609375,2016.4200439453125,25836.400390625,1193.280029296875,2023.6700439453125,23874.69921875,1186.3399658203125,2010.52001953125,25331.69921875,1188.0699462890625,2016.9100341796875,346749900.0,1581930000.0,1745120000.0
2005-03-18,25348.5,1189.6500244140625,2007.7900390625,25348.5,1189.6500244140625,2007.7900390625,25458.80078125,1191.97998046875,2020.4000244140625,24476.0,1182.780029296875,1999.97998046875,24476.0,1190.2099609375,2018.4100341796875,256265200.0,2344370000.0,2106980000.0
2005-03-19,25348.5,1189.6500244140625,2007.7900390625,25348.5,1189.6500244140625,2007.7900390625,25458.80078125,1191.97998046875,2020.4000244140625,24476.0,1182.780029296875,1999.97998046875,24476.0,1190.2099609375,2018.4100341796875,256265200.0,2344370000.0,2106980000.0
2005-03-20,25348.5,1189.6500244140625,2007.7900390625,25348.5,1189.6500244140625,2007.7900390625,25458.80078125,1191.97998046875,2020.4000244140625,24476.0,1182.780029296875,1999.97998046875,24476.0,1190.2099609375,2018.4100341796875,256265200.0,2344370000.0,2106980000.0
2005-03-21,24636.69921875,1183.780029296875,2007.510009765625,24636.69921875,1183.780029296875,2007.510009765625,25406.0,1189.6500244140625,2011.3900146484375,24457.0,1178.8199462890625,1993.760009765625,25348.5,1189.6500244140625,2008.1600341796875,143948500.0,1819440000.0,1611000000.0
2005-03-22,25218.19921875,1171.7099609375,1989.3399658203125,25218.19921875,1171.7099609375,1989.3399658203125,25218.19921875,1189.5899658203125,2017.6600341796875,24422.19921875,1171.6300048828125,1988.8599853515625,24636.69921875,1183.780029296875,2007.719970703125,163315700.0,2114470000.0,1805950000.0
2005-03-23,24439.30078125,1172.530029296875,1990.219970703125,24439.30078125,1172.530029296875,1990.219970703125,25218.19921875,1176.260009765625,1999.4300537109375,24158.69921875,1168.699951171875,1985.219970703125,25218.19921875,1171.7099609375,1985.489990234375,234799000.0,2246870000.0,1741150000.0
2005-03-24,25068.5,1171.4200439453125,1991.06005859375,25068.5,1171.4200439453125,1991.06005859375,25119.69921875,1180.1099853515625,2008.6300048828125,24439.30078125,1171.4200439453125,1991.06005859375,24439.30078125,1172.530029296875,1997.47998046875,227190200.0,1721720000.0,1697930000.0
2005-03-25,25502.599609375,1171.4200439453125,1991.06005859375,25502.599609375,1171.4200439453125,1991.06005859375,25524.80078125,1180.1099853515625,2008.6300048828125,25040.69921875,1171.4200439453125,1991.06005859375,25068.5,1172.530029296875,1997.47998046875,215634600.0,1721720000.0,1697930000.0
2005-03-26,25502.599609375,1171.4200439453125,1991.06005859375,25502.599609375,1171.4200439453125,1991.06005859375,25524.80078125,1180.1099853515625,2008.6300048828125,25040.69921875,1171.4200439453125,1991.06005859375,25068.5,1172.530029296875,1997.47998046875,215634600.0,1721720000.0,1697930000.0
2005-03-27,25502.599609375,1171.4200439453125,1991.06005859375,25502.599609375,1171.4200439453125,1991.06005859375,25524.80078125,1180.1099853515625,2008.6300048828125,25040.69921875,1171.4200439453125,1991.06005859375,25068.5,1172.530029296875,1997.47998046875,215634600.0,1721720000.0,1697930000.0
2005-03-28,24842.19921875,1174.280029296875,1992.52001953125,24842.19921875,1174.280029296875,1992.52001953125,25587.69921875,1179.9100341796875,2005.489990234375,24783.900390625,1171.4200439453125,1992.52001953125,25502.599609375,1171.4200439453125,1998.760009765625,156763400.0,1746220000.0,1487620000.0
2005-03-29,24479.69921875,1165.3599853515625,1973.8800048828125,24479.69921875,1165.3599853515625,1973.8800048828125,24934.19921875,1179.3900146484375,2002.6500244140625,24243.900390625,1163.68994140625,1968.5799560546875,24842.19921875,1174.280029296875,1990.27001953125,147320600.0,2223250000.0,1797840000.0
2005-03-30,24600.900390625,1181.4100341796875,2005.6700439453125,24600.900390625,1181.4100341796875,2005.6700439453125,24788.599609375,1181.5400390625,2005.6700439453125,24355.099609375,1165.3599853515625,1980.0699462890625,24479.69921875,1165.3599853515625,1980.0699462890625,160619600.0,2097110000.0,1753610000.0
2005-03-31,25557.80078125,1180.5899658203125,1999.22998046875,25557.80078125,1180.5899658203125,1999.22998046875,25557.80078125,1184.530029296875,2006.6199951171875,24600.900390625,1179.489990234375,1994.800048828125,24600.900390625,1181.4100341796875,2005.7099609375,288749200.0,2214230000.0,1686970000.0
2005-04-01,25740.80078125,1172.9200439453125,1984.81005859375,25740.80078125,1172.9200439453125,1984.81005859375,25983.099609375,1189.800048828125,2014.72998046875,25538.19921875,1169.9100341796875,1982.18994140625,25557.80078125,1180.5899658203125,2009.0899658203125,217450600.0,2168690000.0,1869690000.0
2005-04-02,25740.80078125,1172.9200439453125,1984.81005859375,25740.80078125,1172.9200439453125,1984.81005859375,25983.099609375,1189.800048828125,2014.72998046875,25538.19921875,1169.9100341796875,1982.18994140625,25557.80078125,1180.5899658203125,2009.0899658203125,217450600.0,2168690000.0,1869690000.0
2005-04-03,25740.80078125,1172.9200439453125,1984.81005859375,25740.80078125,1172.9200439453125,1984.81005859375,25983.099609375,1189.800048828125,2014.72998046875,25538.19921875,1169.9100341796875,1982.18994140625,25557.80078125,1180.5899658203125,2009.0899658203125,217450600.0,2168690000.0,1869690000.0
2005-04-04,25445.099609375,1176.1199951171875,1991.0699462890625,25445.099609375,1176.1199951171875,1991.0699462890625,25973.900390625,1178.6099853515625,1995.800048828125,25337.5,1167.719970703125,1972.0699462890625,25740.80078125,1172.7900390625,1983.81005859375,126021900.0,2079770000.0,1589310000.0
2005-04-05,25682.5,1181.3900146484375,1999.3199462890625,25682.5,1181.3900146484375,1999.3199462890625,25682.5,1183.56005859375,2002.3499755859375,25187.30078125,1176.1199951171875,1991.8800048828125,25445.099609375,1176.1199951171875,1994.3800048828125,141910900.0,1870800000.0,1647510000.0
2005-04-06,26056.599609375,1184.0699462890625,1999.1400146484375,26056.599609375,1184.0699462890625,1999.1400146484375,26226.69921875,1189.3399658203125,2017.0799560546875,25682.5,1181.3900146484375,1996.9100341796875,25682.5,1181.3900146484375,2004.25,189276800.0,1797400000.0,1746400000.0
2005-04-07,25831.19921875,1191.1400146484375,2018.7900390625,25831.19921875,1191.1400146484375,2018.7900390625,26229.0,1191.8800048828125,2018.7900390625,25732.900390625,1183.81005859375,1998.1400146484375,26056.599609375,1184.0699462890625,1999.6099853515625,193849700.0,1900620000.0,1714270000.0
