31005.0,254.451992,3855.679932,4847.0,4291.529785,1202.079956,9143.0,1000.838074,13022.820312,11517.75
31094.0,250.42,3863.300049,4847.0,4290.5,1188.050049,9143.0,1018.503357,12777.129883,11517.75
30976.0,244.229004,3829.360107,4806.0,4258.240234,1183.73999,9021.099609,1015.391479,12591.330078,11437.519531
31073.0,245.619004,3856.47998,4824.299805,4300.939941,1187.890015,9064.299805,1029.845825,12703.469727,11492.259766
31128.0,253.083008,3877.959961,4854.100098,4316.399902,1186.189941,9006.200195,1032.484863,12453.330078,11433.240234
31128.0,253.083008,3877.959961,4854.100098,4316.399902,1186.189941,9006.200195,1032.484863,12453.330078,11433.240234
31128.0,253.083008,3877.959961,4854.100098,4316.399902,1186.189941,9006.200195,1032.484863,12453.330078,11433.240234
31134.0,256.046992,3877.820068,4840.700195,4307.370117,1190.25,9026.799805,1015.438477,12446.099609,11433.240234
30740.0,261.101992,3848.98999,4818.700195,4258.009766,1182.98999,9020.700195,1011.633606,12216.799805,11539.990234
30645.0,262.713008,3816.139893,4783.600098,4208.819824,1187.699951,9022.700195,1008.538696,12329.160156,11453.389648
30863.0,264.93,3834.110107,4800.299805,4212.140137,1177.449951,9009.099609,1021.630188,12462.900391,11358.219727
31056.0,263.626992,3854.600098,4820.799805,4232.359863,1184.52002,9057.200195,1021.300293,12694.740234,11438.389648
31056.0,263.626992,3854.600098,4820.799805,4232.359863,1184.52002,9057.200195,1021.300293,12694.740234,11438.389648
31056.0,263.626992,3854.600098,4820.799805,4232.359863,1184.52002,9057.200195,1021.300293,12694.740234,11438.389648
31126.0,268.631992,3881.439941,4846.700195,4245.509766,1184.52002,9063.799805,1024.845093,12817.889648,11487.099609
31094.0,268.130996,3875.02002,4823.899902,4250.709961,1195.97998,9134.799805,1017.686401,13029.700195,11423.259766
31221.0,269.180996,3869.01001,4818.299805,4245.549805,1184.630005,9120.400391,1027.77002,13035.80957,11405.339844
31132.0,269.180996,3842.439941,4800.799805,4220.430176,1175.410034,9089.0,1035.706665,12769.990234,11284.769531
31190.0,269.180996,3854.189941,4803.299805,4213.700195,1167.869995,9086.799805,1035.706665,12673.620117,11238.370117
31190.0,269.180996,3854.189941,4803.299805,4213.700195,1167.869995,9086.799805,1035.706665,12673.620117,11238.370117
31190.0,269.180996,3854.189941,4803.299805,4213.700195,1167.869995,9086.799805,1035.706665,12673.620117,11238.370117
31042.0,264.694004,3848.709961,4812.5,4201.890137,1163.75,9078.200195,1030.67688,12743.580078,11289.490234
31221.0,268.6,3882.040039,4843.200195,4233.950195,1168.410034,9125.099609,1026.853027,12866.780273,11276.910156
31164.0,270.56,3879.820068,4847.100098,4214.120117,1174.069946,9162.400391,1037.468628,13045.049805,11376.570312
